assetid,anatomy_model,avg_touches
W01E105928,Large Intestine Cross Section,1.0
W36802,Barrett's Esophagus,1.0
W01E106877,Low Testosterone,1.0
W01Y111767,Pelvis,2.0
W08395,Cardiac Catheterization,1.0
W01Y101484,External Beam Radiation,1.0
W01E110851,COPD,1.0
W01Y106476,Osteoarthritis,1.8
W01E106877,COPD,1.0
W01Y101867,Pulmonary Hypertension,1.0
W27210,Wrist,1.0
W14401,Sinus,1.0
W01E134234,Leg,2.0
W15485,Basal Cell Carcinoma (Gross),1.5
W35086,Prostate Cancer,2.0
W38369,Advanced Atherosclerosis,3.1666666666666665
W01E111180,Diverticulosis,2.0
W01Y107359,Neck,1.0
W14603,Heart,2.0
W01E104658,Abdomen,1.0
W07407,Spine,1.0
W06638,Head,3.0
W01E101064,Kidney Stones,2.0
W08736,Pancreas Anatomy,1.0
W01E113486,Thyroid Cancer,1.0
W37916,Heart,2.0
W06712,Heart,3.090909090909091
W01E130433,Foot,3.0
W01E134044,ADHD,1.0
W25537,Colon Polyps,1.0
W43378,Critical Limb Ischemia,4.0
W01Y111660,Shingles,1.5
W01Y102983,Scoliosis,1.0
W01Y101114,Enlarged Parathyroid Gland,1.0
W01E113119,Deep Vein Thrombosis,2.5
W28767,Kyphosis,1.0
W01E128026,Diabetes Type 2 Glucose Transport,2.0
W01Y114179,Breast,1.0
W14477,Back Pain,2.0
W01Y100061,Diabetic Retinopathy,2.2
W08126,Head,1.0
W08884,Common Cold,1.6666666666666667
W01E133698,Asthmatic Airway,1.0
W01E134668,Atrial Fibrillation with Conduction System,1.6666666666666667
W01Y100740,Neck,1.5
W01E117484,Reproductive System,1.0
W01E104230,Esophagus,1.0
W01E103636,Carpal Tunnel Syndrome,1.5
W01Y105870,Brain,1.0
W01133,Low Testosterone,1.0
W01E128408,Colonoscopy,1.0
W01E120874,Artery Blockage,1.0
W08744,Heart,1.0
W01E134548,Large Intestine Cross Section,1.0
W01E125607,Diabetes Type 2 Glucose Transport,1.0
W25294,Abdomen,2.5
W01E119275,Heart,1.0
W34224,Mammography,1.0
W01Y103170,Rheumatoid Arthritis,1.0
W07483,Heart,1.3333333333333333
W08353,Testicular Cancer,1.0
W26252,Insulin and Glucose,1.0
W01E125607,Diabetic Retinopathy,1.0
W06638,Shoulder,1.0
W26252,Colon Cancer,1.5
W01E133467,Diverticulitis,1.0
W01762,Liver,1.0
W01E100336,Anal Fissure,1.0
W46655,Thyroid Nodules,1.0
W01E102698,Stomach,1.8333333333333333
W10244,Stomach Cross Section,1.5
W43364,Back Pain,1.5
W46539,Diverticulosis,1.0
W01E116939,Ulcerative Colitis,2.0
W01842,Teeth,1.0
W11715,Heart,1.5
W01Y108749,Neck,1.8333333333333333
W11163,Abdomen,2.25
W42991,Systems,1.0
W01E128035,Brain,1.0
W01E118357,Colon,4.0
W01E118624,Teeth,2.0
W01E130308,Dry Eye,1.0
W01Y102970,Thyroid Nodules,1.0
W28770,Diabetic Nerve Problem,1.0
W25852,Shoulder,3.0
W01E122122,Pancreatic Bile Duct,1.6666666666666667
W43652,Neck,1.0
W13264,Teeth,1.5
W01E128036,Abdomen,1.0
W37627,Low Testosterone,1.0
W01E122677,Spine,1.0
W01E130900,Sinus,1.0
W01E116828,Skin,2.0
W01E107378,Brain,1.0
W01Y103213,Thorax,1.0
W37607,Hypoparathyroidism,1.0
W09501,Vaginal Birth,1.0
W20360,Concussion: Brain Injury,2.0
W01E130157,Foot,2.25
W01E122677,Gout,1.0
W01E120238,Arm,2.0
W01E132518,Bladder Cancer,1.0
W13338,Lymphatic System,1.0
W01Y109147,Strep Throat,1.0
W35685,Psoriatic Arthritis,1.0
W02045,Heart,2.0
W01E104543,Leukemia,1.0
W03768,Celiac Disease,1.0
W31099,Endometriosis,1.0
W01Y103397,ADHD,1.6666666666666667
W01E119242,Ankylosing Spondylitis,1.0
W01E113993,Pelvis,1.0
W01E131891,Colonoscopy,1.0
W01E111019,Neck,1.9
W31186,Varicose Veins,2.0
W01E118353,Deep Vein Thrombosis,1.4
W01E130950,Thorax,1.0
W26765,Gout,2.0
W01E126745,Sinus,1.0
W01E128026,Diabetic Retinopathy,1.0
W04525,Heart,1.25
W01E106038,Osteoporosis,1.0
W01Y112143,Diabetes Type 1 Insulin Release,1.0
W01E115480,Back Pain,2.0
W01E101875,Large Intestine Cross Section,1.0
W01E110359,Uterus,2.0
W01Y111771,Low Testosterone,1.0
W01E128047,Asthmatic Airways,1.0
W01E101228,Mammography,1.0
W01Y112341,Thyroid Nodules,1.0
W01E124992,Shoulder,1.0
W01E116863,Prostate Brachytherapy,1.3333333333333333
W13259,Vaginal Birth,1.0
W15179,Astigmatism,1.0
W01Y106876,Vaginal Birth,1.0
W01E103517,Eye,1.0
W01E129127,Back Pain,1.0
W01E104394,Thyroid Cancer,1.0
W01E130656,Hypoparathyroidism,1.0
W24077,Asthma Inhaler,1.0
W01E106404,Neck,1.0
W01Y105315,Blood Clot in Vein,1.0
W20216,Shingles,2.0
W01Y114183,Carpal Tunnel Syndrome,1.0
W38685,Osteoporosis,1.0
W01E100966,Thorax,1.5
W01Y100527,Urinary Tract Infection,2.0
W01E114435,Osteoporosis,3.0
W01Y100287,Pancreas Anatomy,1.5
W01E111096,Head,1.6666666666666667
W03727,Vaginal Birth,1.0
W01E106195,IUD Placement,1.0
W01E134687,Mohs Surgery,1.0
W34660,Pregnancy,2.0
W05467,Spine,1.0
W08884,Strep Throat,2.0
W01E118852,Liver,1.0
W01Y101843,Neck,3.0
W01E100968,Arm,2.4
W01E120489,Pelvis,1.6666666666666667
W31317,Osteoarthritis,1.0
W01Y100214,Low Testosterone,3.0
W01E128623,Ear,1.8
W01E117080,Diverticulosis,1.0
W01E126258,Shoulder,1.0
W01Y101131,Varicose Veins,1.0
W12017,GERD,1.0
W01E122977,Back Pain,2.0
W01E119716,Osteoporosis,1.0
W14255,Thyroid Cancer,1.0
W09226,Critical Limb Ischemia,1.0
W19275,COPD,1.0
W01E107212,Thorax,1.0
W31270,Artery Blockage,1.0
W01E117563,Artery Blockage,1.0
W01E119604,Diverticulitis,1.0
W15660,Wagner Classification,1.0
W01E134143,Immunotherapy,2.0
W25441,Heart,2.0
W01Y108421,Prostate Anatomy Tour,1.625
W01E112405,Basal Cell Carcinoma (Gross),1.0
W01E106195,Mastectomy,1.0
W01Y103400,Diabetic Foot Complications,1.5
W38135,Cystic Fibrosis,1.0
W24487,Pelvis,1.0
W25645,Urinary System,2.0
W01Y108723,C-Section,1.0
W01E116903,Rheumatoid Arthritis,1.0
W01Y100664,Enlarged Parathyroid Gland,1.0
DW04538,Varicose Veins,1.0
W01Y111660,Diabetic Retinopathy,1.0
W39132,Heart,1.0
W01Y107137,Thyroid Nodules,2.0
W01Y112042,Gout,2.0
W01E118535,Eye,1.0
W09123,Ear,2.0
W01E104543,Back Pain,1.5
W01E112076,Pancreatic Bile Duct,2.0
W37128,Torn Rotator Cuff,1.0
W01E121489,Varicose Veins,1.0
W01E109976,Gallbladder Anatomy,1.0
W01E118851,Gallbladder Anatomy,2.0
W01E115303,Cervix Anatomy,2.1666666666666665
W01E100966,ABCDE Moles,1.0
W01E111604,Sebaceous Cyst,1.0
W26931,Heart,1.0
W11524,Diabetic Retinopathy,2.0
W14490,Urinary System,1.0
W01E131359,Spine,2.0
W01E123923,Back Pain,1.0
W01Y100875,Pregnancy,1.0
W08514,Osteoarthritis,2.0
W01Y112346,Brain,3.0
W01Y103996,Bronchitis,2.0
W13389,Head,2.5
W20088,Hepatitis C,1.0
W01E130433,Atrial Fibrillation,1.0
W01E112506,Large Intestine Cross Section,3.0
W01E119656,Diabetic Nerve Problem,2.0
W01E130426,Shoulder,1.0
W10724,Psoriatic Arthritis,2.0
W01Y107604,Diabetic Retinopathy,2.0
W01E124190,Spine,7.75
W27020,Colon Polyps,3.0
W01E123179,Pancreas Anatomy,1.0
W01E105283,Low Testosterone,1.0
W01E125611,Endometriosis,1.0
W01E129093,Osteoarthritis,1.0
W03897,Heart,3.6666666666666665
W07410,Endometriosis,1.0
W01E120495,Carpal Tunnel Syndrome,1.6666666666666667
W26113,Neck,1.5
W31222,Oral Cancer,1.6666666666666667
W01E131904,Pancreas Anatomy,1.3333333333333333
W26539,Heart,1.0
W01E100966,Pancreatic Cancer,1.0
W01E126351,Heart,1.0
W01E104148,Back Pain,1.4
W01Y113471,Prostate Brachytherapy,1.0
W01Y109614,Stomach,3.0
W01Y101484,Breast,1.0
W01E104197,Diabetic Retinopathy,1.5
W01E105420,Hypoparathyroidism,1.3333333333333333
W25854,Pancreas Anatomy,1.0
W01Y111500,Gout,1.0
W01E133467,Large Intestine Cross Section,1.0
W27869,Brain,1.25
W01E129124,Back Pain,1.5
W01E108010,Cardiac Catheterization,1.0
W01E124410,Pancreatic Bile Duct,2.5
W01E106959,Abdomen,2.1666666666666665
W01Y106116,Multiple Myeloma,1.0
W01E113451,Appendicitis,1.25
W01E111019,Alzheimer's Disease,1.0
W01E120416,Warts on Skin,1.0
W01E127165,Endoscopy,1.0
W01E104624,Low Testosterone,1.0
W35383,Thyroid Nodules,1.0
W01E131118,Pelvis,1.0
W26048,Shoulder,1.0
W01E120561,Vaginal Birth,1.0
W01Y104593,ABCDE Moles,1.0
W15179,Depression: Brain Activity,1.0
W01Y113589,Eczema,1.0
W05252,Diabetic Foot Complications,2.0
W01E129255,Uterus,1.0
W01E130897,Prostate Anatomy Tour,1.0
W01E131716,Gout,1.0
W01E133149,Pancreatic Bile Duct,1.0
W01E121657,Multiple Sclerosis,1.0
W01Y106261,Colon Polyps,2.0
W01058,Pancreas Anatomy,1.0
W01E102829,Reproductive System,1.0
W01E130310,Brain,1.0
W01Y114958,Pelvis,1.0
W01E102497,Gallbladder Anatomy,1.0
W01E102149,Mohs Surgery,1.0
W35599,Head,3.0
W01E119398,Brain,1.0
W24224,Stroke,1.0
W37878,Pelvis,1.5
W01E107645,Knee,1.0
W01E118353,Insulin and Glucose,1.0
W01E134713,Immunotherapy,2.0
W01Y101624,Pelvis,2.0
W26260,Heart,6.0
W01E107019,Blister,1.0
W01E119716,Warts on Skin,2.0
W01E112789,Barrett's Esophagus,4.0
W03787,Pancreatic Cancer,1.0
W01E109128,Rheumatoid Arthritis,4.0
W05340,Insulin and Glucose,1.0
W01E118923,Liver,4.0
W01E115415,Immunotherapy,1.5
W01E108579,ADHD,1.0
W01Y112107,Atrial Fibrillation,1.5
W01E101602,Asthma Inhaler,1.0
W01Y101486,Neck,1.0
W01Y108053,Basal Cell Carcinoma,1.8
W08032,Saccular Aneurysm,2.0
W01E110182,Asthma Inhaler,3.0
W27508,Urinary System,2.0
W04004,Heart,11.0
W09245,Pelvis,2.0
W01E131439,Systems,2.0
W01E119683,Elbow,2.0
W01E129095,Heart,1.0
W14804,Abdomen,1.6666666666666667
W01Y105318,Blood Clot in Vein,1.0
W46239,Type 2 Diabetes - Glucose Absorption,1.0
W01E126634,Hyperparathyroidism,1.0
W26765,Stomach,1.0
W01E110111,Pancreatic Bile Duct,2.0
W02240,ABCDE Moles,1.3333333333333333
W01E111019,HIV Life Cycle,2.0
W01E102962,Heart,1.6666666666666667
W26357,Bladder,1.0
W46647,Large Intestine Cross Section,1.7142857142857142
W01Y100185,Gallbladder Anatomy,1.0
W01E134643,Gout,1.6666666666666667
W01Y103397,Hepatitis C,1.0
W03978,Comminuted Fracture,1.0
W01E119713,Heart,1.0
W01E106354,Spine,1.3333333333333333
W01E128491,Thyroid Nodules,1.0
W01E115336,Thorax,1.0
W01Y114435,External Beam Radiation,1.0
W01E110577,Dry Eye,1.0
W14477,Pancreatic Bile Duct,1.0
W01E116866,Hiatal Hernia,1.0
W01E119681,Kidney Stones,1.0
W13289,Stomach,1.0
W01E108895,Large Intestine Cross Section,1.0
W11446,ALS,1.0
W01E121740,High Blood Pressure,1.0
W01E109925,Lymph Node Cross Section,1.0
W01Y114159,Ulcerative Colitis,1.0
W08489,Thyroid Nodules,1.0
W26534,Spine,1.0
W01Y101808,Alzheimer's Disease,1.0
W05113,Reproductive,1.0
W01E116881,Acid Reflux,2.0
W01Y111660,Myocardial Infarction,2.0
W01E117411,Diabetes Type 1 Glucose Absorption,1.0
W01E111555,Diabetic Nerve Problem,1.0
W01E100464,Irritable Bowel Syndrome,1.0
W01E130162,Mole Mapping,1.0
W01E118742,Inguinal Hernia: Indirect,1.0
W01Y110411,Pelvis,1.0
W15433,Stroke,1.0
W01E100825,Aplastic Anemia,1.0
W15944,Shingles,1.0
W27754,Astigmatism,1.0
W01E132996,Teeth,1.0
W01E113656,Fusiform Aneurysm,1.0
W01E115641,Colonoscopy,1.0
W01E132907,Crohn's Disease,1.0
W01E126238,Spine,2.0
W01E133865,Gout,1.0
W14207,Neck,1.0
W28926,Vasculature,1.0
W01E115419,Common Cold,1.0
W01Y101917,Mastectomy,1.0
W01E102365,Mole Mapping,1.0
W01E106959,Stye,1.0
W01E100998,Hemophilia,1.0
W09226,Shingles,1.0
W04962,Abdomen,1.0
W01E120421,Shoulder,2.5
W05267,Thorax,1.0
W01Y101484,Pregnancy,2.0
W02157,Heart,1.0
W20085,Hypoparathyroidism,1.0
W11294,Uterine Fibroids,5.0
W01E103278,Lymph Node Cross Section,1.0
W26092,Gout,1.0
W01Y111850,Large Intestine Cross Section,2.0
W06122,Diverticulosis,1.0
W10747,Heart,1.4285714285714286
W01Y103888,Pancreatic Bile Duct,2.0
W43411,Glaucoma,1.0
W31189,Migraine,1.0
W01E103320,Diabetes Type 2 Glucose Transport,1.5
W01E100968,Neck,1.5
W01E118926,Diabetes Type 1 Glucose Absorption,1.0
W01Y112152,Gallbladder Anatomy,1.0
W07532,Mole Mapping,1.0
W01E114739,Pelvis,1.0
W01E132407,Kidney,1.0
W01E117235,Teeth,1.0
W01E130192,Food Allergy,1.0
W37355,Aplastic Anemia,1.0
W01E116903,Gallstone Pancreatitis,1.0
W28076,Hiatal Hernia,1.25
W01E121553,Endometrial Cancer,1.0
W01Y104866,Aplastic Anemia,1.0
W04474,Ear,1.0
W09800,Brain,2.0
W01Y113236,Implantable Port,1.3333333333333333
W01E100959,Colon Polyps,1.0
W01E127589,Neck,1.5
W31629,Barrett's Esophagus,2.0
W27480,Spine,1.0
W01E128043,Sinus,1.0
W01E127969,Acne,1.0
W01E120416,Osteoporosis,1.0
W25799,Heart,1.0
W34703,Heart,1.3333333333333333
W39987,Pancreatic Cancer,1.0
W24827,Ankylosing Spondylitis,1.0
W01Y108099,Torn Rotator Cuff,1.0
W01Y101769,Pancreatic Cancer,1.0
W01E120496,Stomach,1.0
W01Y113471,Ankylosing Spondylitis,1.0
W01Y113468,Prostate Cancer,1.0
W01E110172,Ventricular Fibrillation with Conduction System,2.0
W12046,Esophageal Cancer,1.0
W01Y112055,Neck,1.0
W01Y107743,Outer Ear Infection,1.0
W01E112750,Gallstones,1.0
W01E124190,Hand,3.0
W01E102365,Thyroid Nodules,1.0
W37716,Stomach Cross Section,1.0
W01E128886,Diabetic Nerve Problem,2.0
W01E120414,Eczema,1.0
W01Y100845,Osteoarthritis,1.0
W01E117630,Vasculature,1.0
W01Y100432,Hypoglycemia,1.0
W06218,Knee,1.0
W01E100949,ADHD,3.0
W01E119394,Basal Cell Carcinoma,2.0
W01E131584,Leg,1.0
W06218,ADHD,1.5
W01E126303,Gallbladder Anatomy,2.0
W08353,Thyroid Nodules,5.0
W01Y102910,Ankylosing Spondylitis,1.0
W26879,Diabetic Retinopathy,1.0
W01E113235,Pancreatic Cancer,2.0
W01Y114136,Rheumatoid Arthritis,1.0
W01E123359,Diabetic Retinopathy,1.0
W01Y102475,Hyperparathyroidism,1.0
W01Y103393,Esophagus,5.0
W01E130192,Stomach Cross Section,1.0
W01Y113468,Oral Herpes,1.0
W09388,Pelvis,3.0
W01E111810,Heart,2.6
W27373,Scoliosis,1.0
W01E100972,Glaucoma,1.0
W05255,Acne,1.0
W01Y102401,Neck,1.0
W01E116369,Adam Insulin ,1.0
W13657,Kidney Stones,1.0
W01E100336,Vasculature,1.0
W01055,Ear,2.0
W27395,Abdomen,1.0
W38129,Thyroid Cancer,1.5
W46588,Uterus,1.0
W01E119067,Inner Ear Infection,1.0
W11426,Thyroid Cancer,1.0
W01E111556,Pancreatic Bile Duct,1.4
W01E104678,Endometriosis,1.0
W01E105989,Diabetic Retinopathy,1.0
W01E119705,Hypoparathyroidism,1.0
W01E116721,Diabetic Retinopathy,1.0
W01E131733,Acute Bronchitis,1.0
W01E103377,Knee,1.0
W27443,Diabetic Retinopathy,1.0
W01E132361,ABCDE Moles,1.0
W04659,PCOS,1.0
W16008,Spine,1.0
W34323,Thorax,1.0
W01E109441,Breast Cancer,1.0
W24366,Ankylosing Spondylitis,1.25
W01Y100287,Elbow,1.0
W01E120414,Head,2.0
W36534,ADHD,1.0
W01E134136,Mohs Surgery,1.0
W01E134647,Shoulder,1.0
W01Y103768,Acne Detailed,1.0
W19204,Knee,1.5
W01E111096,Blood Clot in Vein,1.0
W10077,Shingles,1.0
W01Y103393,Migraine,1.0
W01Y103045,Insulin and Glucose,2.0
W27230,Gallbladder Anatomy,1.0
W01E133814,Osteoarthritis,1.0
W25852,Head,1.0
W01E119681,Colonoscopy,1.0
W01E120155,Implantable Port,1.0
W01Y102343,Endometriosis,1.0
W01Y113236,Diabetic Retinopathy,1.0
W13962,Asthma Inhaler,1.0
W11163,Astigmatism,1.0
W01Y100192,Foot,1.0
W01E129790,Foot,1.0
W03130,Neck,1.0
W01E123359,Diabetes Type 2 Glucose Transport,1.0
W01E103520,Mastectomy,1.0
W14678,Diabetes Type 1 Glucose Absorption,1.0
W01E120416,Colon Cancer,1.0
W01Y104866,Diverticulitis,3.0
W01E118271,Diabetic Foot Complications,2.0
W01Y113468,Colon Polyps,1.0
W04474,Varicose Veins,1.0
W36527,Gallstone Pancreatitis,3.0
W01E134237,Lung,1.0
W01E112509,Implantable Port,1.0
W01Y114276,Back Pain,1.0
W01E123563,Cardiac Catheterization,1.25
W01E116532,Diabetic Foot Complications,2.5
W15727,Teeth,1.0
W01E123502,Asthma Inhaler,1.0
W15179,Myocardial Infarction,2.0
W13786,Pelvis,1.0
W01E128882,Esophagus,2.0
W01E100429,External Beam Radiation,1.0
W01E131742,Thyroid Nodules,1.0
W16045,COPD,1.5
W01E120551,Hypoparathyroidism,1.0
W01Y103400,Thyroid Cancer,1.0
W01E128039,Pelvis,3.4
W39895,Adam Insulin ,1.0
W01E114900,MRSA,1.0
W01E100464,Osteoarthritis,1.0
W26769,Heart,2.2857142857142856
W01Y101484,Asthma Inhaler,2.0
W01E112979,Brain,1.0
W08736,Heart,1.3333333333333333
W01Y107365,Urinary System,2.1538461538461537
W43844,Enlarged Parathyroid Gland,1.0
W01Y101621,Pelvis,1.6666666666666667
W35599,Hypoglycemia,2.761904761904762
W20327,Pancreatic Bile Duct,1.0
W35086,Urinary System,3.1875
W48977,Neck,1.0
W01Y100802,Asthmatic Airways,1.0
W01E119671,Abdomen,1.625
W01E110851,Deep Vein Thrombosis,1.3333333333333333
W01Y102327,Thorax,1.0
W05464,Heart,3.0
W01E126634,Hemorrhoids,2.0
W19218,Shoulder,3.3333333333333335
W01Y115617,Colon Polyps,2.0
W01E106680,Heart,2.0
W01Y100499,Strep Throat,2.0
W01E121207,Prostate Cancer,1.85
W01E108357,Prostate Anatomy Tour,1.0
W35344,Neck,1.0
W04738,Neck,1.0
W01E118395,Basal Cell Carcinoma (Gross),1.0
W34622,Diabetic Nerve Problem,1.25
W01E112288,Rheumatoid Arthritis,1.4545454545454546
W01Y112391,Pancreas Anatomy,1.0
W01E112410,Heart,4.2
W14689,Abdomen,1.0
W25111,Endometriosis,1.0
W01E117549,Lung,1.0
W26383,Lung,2.0
W06955,Rheumatoid Arthritis,1.0
W01E105641,Back Pain,1.5
W01E112503,Abdomen,1.0
W11580,Hypoparathyroidism,1.0
W01E105645,Thorax,1.0
W01Y101009,Insulin and Glucose,1.0
W01Y100145,Pericardial Disease,1.0
W01Y103393,Liver,1.0
W01E107204,Gallstone Pancreatitis,1.0
W00836,Diabetic Foot Complications,1.0
W37867,Urinary System,1.0
W10244,Osteoarthritis,1.25
W05771,Artery Blockage,1.0
W04572,Diabetic Retinopathy,1.0
W46926,Low Testosterone,1.0
W01Y107743,Esophagus,1.0
W15488,Adam Insulin ,3.3333333333333335
W19328,Heart,1.0
W01E119728,Insulin and Glucose,3.125
W01E104728,Varicose Veins,1.5
W01E102362,Thyroid Nodules,1.8
W01E133272,HIV Life Cycle,1.0
W46506,Mohs Surgery,1.5
W01E116840,Pancreatic Bile Duct,1.0
W15274,Endoscopy,1.0
W01E128623,Back Pain,1.3333333333333333
W46506,Spine,1.0
W01Y101484,Leg,1.3333333333333333
W04004,Ear,2.0
W32210,Inguinal Hernia: Indirect,1.0
W01E120496,Arm,2.0
W01E113293,Stomach Cross Section,1.0
W01E102540,Lymph Node Cross Section,2.0
W01Y104584,Colonoscopy,2.0
W49037,Depression: Brain Activity,1.0
W01Y100490,Heart,1.0
W01E115089,Back Pain,2.0
W01E123507,Heart,1.8
W46192,Allergic Rhinitis,2.0
W37964,Diabetic Nerve Problem,1.2857142857142858
W01Y100569,Large Intestine Cross Section,1.0
W13360,High Blood Pressure,2.0
W01E104394,Diabetic Foot Complications,1.0
W24827,Hepatitis,2.0
W01E130951,Wagner Classification,1.0
W03338,Pelvis,1.0
W01E120156,Breast Cancer,2.0
W01E107807,Arm,1.0
W01E104537,Atrial Fibrillation with Conduction System,1.5
W01E110829,Diabetic Foot Complications,1.0
W01Y106116,Gallbladder Anatomy,1.0
W01E116731,Arm,1.0
W01Y114270,Shoulder,1.0
W27880,Pelvis,2.6666666666666665
W08065,Colon Polyps,1.0
W01E120495,Endometrial Cancer,1.5
W01E131359,Gout,1.0
W01E110578,Insulin and Glucose,1.5
W01E118070,Spine,1.3333333333333333
W01E101638,Liver,1.0
W01E108402,Pelvis,1.0
W01Y110935,Colorectal Cancer,1.0
W01E120492,Testicular Cancer,1.3333333333333333
W34660,Diabetic Retinopathy,1.0
W01E118150,Atrial Fibrillation with Conduction System,2.25
W01E113656,Heart,1.6666666666666667
W01Y104502,Celiac Disease,1.0
W01E126219,Cardiac Catheterization,1.0
W01E115449,Spine,1.0
W04572,Psoriatic Arthritis,1.0
W01E100897,Irritable Bowel Syndrome,1.0
W24892,Gallstone Pancreatitis,1.0
W01E110979,Neck,1.0
W06514,Warts on Skin,1.0
W01Y112137,Stomach,1.0
W01Y106340,GERD,1.0
W01E117091,Insulin and Glucose,1.0
W01E124993,Advanced Atherosclerosis,1.0
W11580,Osteoarthritis,1.0
W38303,Type 2 Diabetes - Glucose Absorption,1.1333333333333333
W01E122352,Diverticulosis,1.0
W36790,Thorax,1.0
W08736,Gallstone Pancreatitis,1.0
W01Y103737,Endoscopy,1.0
W01E105641,Heart,2.0
W01E132195,Pancreatic Bile Duct,2.0
W01Y109730,Hiatal Hernia,1.8888888888888888
W11527,Carpal Tunnel Syndrome,2.0
W01Y101306,Ventricular Fibrillation with Conduction System,1.0
W01E120496,Teeth,1.25
W27481,Pelvis,2.0
W01842,Mohs Surgery,1.0
W01E125950,Mole Mapping,1.0
W26787,Vasculature,4.0
W20384,Outer Ear Infection,1.0
W01E112871,Allergic Rhinitis,1.5
W01E119734,Colonoscopy,2.0
W01E134349,Rheumatoid Arthritis,1.0
W01Y111849,Spine,1.0
W01E102664,Advanced Atherosclerosis,2.8
W01E123453,Heart,1.5
W01E121489,Ankylosing Spondylitis,1.0
W31270,Varicose Veins,2.0
W01E123915,Heart,1.875
W01Y104507,Osteoporosis,2.0
W01E122122,Diverticulosis,2.0
W01E116593,Non Hodgkins Lymphoma,1.0
W19336,Blood Clot in Vein,1.5
W01E120485,Abdomen,1.9166666666666667
W01Y109921,Gallbladder Anatomy,2.0
W01E127969,Diabetes Type 1 Insulin Release,1.0
W25197,Thyroid Cancer,1.0
W01E127611,Diabetic Nerve Problem,2.0
W01E119398,Common Cold,1.0
W35085,BPH,2.9444444444444446
W34242,Colonoscopy,1.0
W34447,Asthma Inhaler,1.0
W01E115893,Teeth,1.0
W15028,Varicose Veins,1.0
W01E108368,Ear,1.0
W01E110649,Insulin and Glucose,1.0
W01E103014,Diabetic Retinopathy,1.5
W04932,Blister,1.0
W01E131733,Neck,1.8571428571428572
W01E134173,Colon Polyps,1.0
W11658,Leg,1.0
W01Y101484,Teeth,2.5
W06423,Asthma Inhaler,1.0
W01E119716,Urinary System,2.9166666666666665
W24075,BPH,1.0
W01E113650,Stroke,1.0
W01E113677,Ear,1.0
W01E112815,Ventricular Fibrillation with Conduction System,2.0
W14556,Diabetic Foot Complications,1.0
W01E107728,Leg,1.0
W01E115846,Artery Blockage,1.5
W13187,Diabetic Retinopathy,1.0
W07001,Diverticulitis,1.0
W46239,Artery Blockage,1.3333333333333333
W01Y104837,Asthma Inhaler,1.0
W06923,Pharyngitis,1.0
W42866,Rheumatoid Arthritis,1.0
W01Y104822,Neck,1.0
W28871,Uterine Fibroids,1.0
W00622,Spine,1.0
W43310,Leg,1.0
W01Y111662,Ovarian Cancer,1.0
W01200,Tracheoesophageal Fistula,1.0
W01E106877,Diabetic Foot Complications,1.5
W01E124027,Shoulder,1.0
W13962,Spine,1.0
W01E120551,Lymphedema,1.0
W01E121657,Gout,1.0
W01E116253,Atrial Fibrillation with Conduction System,1.0
W37704,Atherosclerosis,1.25
W39143,Neck,1.0
W25000,Ringworm: Tinea Pedis,1.0
W16075,Diabetic Nerve Problem,1.0
W07985,Back Pain,1.0
W01Y104776,Diabetic Nerve Problem,1.0
W01E105009,Crohn's Disease,1.0
W01E119674,Eye,1.0
W28136,Hypoglycemia,1.0
W01E120551,Sebaceous Cyst,1.0
W13107,Shoulder,1.75
W01E134682,Foot,1.5
W01E120551,Migraine,1.0
W01E106116,Pancreatic Bile Duct,1.5
W06239,Low Testosterone,2.0
W01Y109141,Back Pain,1.0
W01E130192,Gallbladder Anatomy,1.0
W01E103377,Diabetic Foot Complications,1.0
W01Y104642,Diabetic Nerve Problem,1.0
W09223,Osteoporosis,1.0
W46486,Diabetic Retinopathy,1.0
W01E119397,Carpal Tunnel Syndrome,1.0
W01E108357,Varicose Veins,2.0
W13586,Heart,1.5
W01E120418,Pancreatic Bile Duct,2.0
W01E134264,Heart,1.75
W14228,Irritable Bowel Syndrome,1.3333333333333333
W01E125455,Abdomen,1.0
W01Y104814,Insulin and Glucose,2.0
W04118,Teeth,1.0
W01E126217,COPD,1.0
W01E120485,Thyroid Cancer,1.0
W01E131001,Breast,1.0
W01E103320,Implantable Port,1.0
W28666,Strep Throat,1.0
W19336,Menopause,1.0
W19336,Crohn's Disease,1.0
W01E120496,Endoscopy,1.25
W19338,Shoulder,1.0
W01Y113812,Liver Cancer,3.0
W01E117744,Crohn's Disease,2.0
W01Y108834,Eczema,1.0
W01Y101012,Spine,1.0
W01E115323,Head,1.0
W01E105638,Gout,1.0
W01E102149,Gout,1.0
W01Y101867,ABCDE Moles,1.0
W05498,Torn Rotator Cuff,1.0
W01E106980,Psoriasis,1.0
W01Y101782,Diabetic Nerve Problem,1.0
W01E107204,Pancreas Anatomy,1.0
W14112,Neck,1.0
W01E107346,Reproductive System,2.0
W07865,ALS,1.5
W01Y106139,Diabetic Foot Complications,1.0
W14100,Carpal Tunnel Syndrome,1.0
W38641,Osteoporosis,1.0
W07449,Ringworm: Tinea Pedis,1.0
W14227,Osteoarthritis,1.5
W03929,Vasculature,1.25
W01E115896,Pancreatic Bile Duct,1.6666666666666667
W19328,Elbow,1.0
W10059,Brain,1.0
W46192,Leg,1.0
W01Y104523,Large Intestine Cross Section,1.8333333333333333
W01E107216,Leg,1.0
W09029,Heart,1.0
